Plasmid_1	organism_ID1	plasmid_clust1	Plasmid_2	plasmid_clust2	organism_ID2	ANI	aligned_fragments	fragments	Alignment_fraction	Alignment_fraction_perc	Same_cluster_1	Self_comparison	Multi_plasmid_isolate
CP059001.1	16	18	AP022585.1	U	125	90.3383	21	49	0.428571429	42.8571429	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP076861.1	6	17	85.0179	9	49	0.183673469	18.3673469	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	LT703509.1	4	93	84.7517	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP015274.1	4	86	84.5116	11	49	0.224489796	22.4489796	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP019223.1	4	84	84.5116	11	49	0.224489796	22.4489796	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP045965.1	4	90	84.2838	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP045968.1	6	90	84.19	11	49	0.224489796	22.4489796	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP022225.1	6	88	84.0396	12	49	0.244897959	24.4897959	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP015277.1	6	86	84.0396	12	49	0.244897959	24.4897959	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP084597.1	6	91	84.0396	12	49	0.244897959	24.4897959	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	AP020329.1	6	24	84.0396	12	49	0.244897959	24.4897959	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP084589.1	6	92	84.0396	12	49	0.244897959	24.4897959	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP012888.2	6	83	83.9629	12	49	0.244897959	24.4897959	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP015271.1	6	85	83.8678	11	49	0.224489796	22.4489796	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP084591.1	3	92	81.4451	7	49	0.142857143	14.2857143	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP092426.2	3	105	81.0286	8	49	0.163265306	16.3265306	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	LT703508.1	23	93	80.0113	14	49	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP084596.1	23	91	79.7593	13	49	0.265306122	26.5306122	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP045967.1	23	90	79.5465	14	49	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP084590.1	23	92	79.5439	13	49	0.265306122	26.5306122	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP015276.1	23	86	79.4243	14	49	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP092425.2	23	105	79.4132	15	49	0.306122449	30.6122449	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP012887.2	U	83	79.1023	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	AP012556.1	25	25	78.3335	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP076859.1	25	17	78.3335	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP076857.1	25	18	77.8852	11	49	0.224489796	22.4489796	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	AP025527.1	U	154	77.4282	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	AP025526.1	U	154	77.2438	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP023152.1	25	89	76.9919	12	49	0.244897959	24.4897959	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	AP022607.1	U	44	75.2938	20	49	0.408163265	40.8163265	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP025547.1	U	130	75.1852	10	49	0.204081633	20.4081633	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	AP025525.1	1	154	74.8772	11	49	0.224489796	22.4489796	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP003054.1	U	284	74.5579	16	49	0.326530612	32.6530612	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP059002.1	12	16	74.5336	8	49	0.163265306	16.3265306	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP076858.1	12	18	74.403	9	49	0.183673469	18.3673469	Not_Same_Cluster	Different_Contig	Yes
CP059001.1	16	18	CP003079.1	U	161	73.4976	14	49	0.285714286	28.5714286	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP059002.1	12	16	100	31	31	1	100	12	Same_Contig	Yes
CP059002.1	16	12	CP076858.1	12	18	99.984	30	31	0.967741935	96.7741935	12	Different_Contig	Yes
CP059002.1	16	12	CP029334.1	2	19	92.8165	24	31	0.774193548	77.4193548	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP036221.2	2	20	92.7637	25	31	0.806451613	80.6451613	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP040251.1	2	23	92.3255	24	31	0.774193548	77.4193548	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP040252.1	2	23	92.1272	26	31	0.838709677	83.8709677	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP012887.2	U	83	84.8118	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	JQ657805.1	1	98	77.8302	8	31	0.258064516	25.8064516	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP015273.1	1	86	77.6942	11	31	0.35483871	35.483871	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP019224.1	1	84	77.6942	11	31	0.35483871	35.483871	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP045964.1	1	90	77.6942	11	31	0.35483871	35.483871	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP084593.1	1	91	77.6942	11	31	0.35483871	35.483871	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP023153.1	1	89	77.6721	10	31	0.322580645	32.2580645	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP084588.1	1	92	77.6721	10	31	0.322580645	32.2580645	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP029333.1	1	19	77.6721	10	31	0.322580645	32.2580645	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP006836.1	1	101	77.6721	10	31	0.322580645	32.2580645	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP015280.1	1	87	77.6721	10	31	0.322580645	32.2580645	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	LT703507.1	1	93	77.6721	10	31	0.322580645	32.2580645	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP065281.1	5	231	77.1557	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	AP025525.1	1	154	76.6395	11	31	0.35483871	35.483871	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP063325.1	U	218	75.4457	8	31	0.258064516	25.8064516	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP015279.1	27	87	75.2572	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP015268.1	27	85	75.0089	8	31	0.258064516	25.8064516	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	AP024252.1	18	131	74.7899	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP059001.1	18	16	74.7899	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP040246.1	18	22	74.7899	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP023150.1	18	59	74.7899	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP040254.1	18	23	74.7899	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	AP022607.1	U	44	74.7258	8	31	0.258064516	25.8064516	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP025547.1	U	130	74.4561	10	31	0.322580645	32.2580645	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	AP023334.1	16	348	73.5553	7	31	0.225806452	22.5806452	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP012886.2	U	83	73.4984	9	31	0.290322581	29.0322581	Not_Same_Cluster	Different_Contig	Yes
CP059002.1	16	12	CP003054.1	U	284	73.4736	11	31	0.35483871	35.483871	Not_Same_Cluster	Different_Contig	Yes
CP063321.1	216	11	CP063321.1	11	216	100	62	62	1	100	11	Same_Contig	Yes
CP063321.1	216	11	CP065277.1	11	228	100	62	62	1	100	11	Different_Contig	Yes
CP063321.1	216	11	CP065282.1	14	231	89.059	7	62	0.112903226	11.2903226	Not_Same_Cluster	Different_Contig	Yes
CP063321.1	216	11	CP065184.1	14	222	87.0909	8	62	0.129032258	12.9032258	Not_Same_Cluster	Different_Contig	Yes
CP063321.1	216	11	CP063326.1	14	218	87.0909	8	62	0.129032258	12.9032258	Not_Same_Cluster	Different_Contig	Yes
CP063321.1	216	11	AP022607.1	U	44	73.5225	16	62	0.258064516	25.8064516	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP063322.1	U	216	100	54	54	1	100	Unclustered	Same_Contig	Yes
CP063322.1	216	U	CP000895.1	19	123	89.2788	25	54	0.462962963	46.2962963	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP085920.1	19	236	89.2118	23	54	0.425925926	42.5925926	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CU458745.1	19	214	89.052	25	54	0.462962963	46.2962963	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP034180.1	19	182	88.3074	14	54	0.259259259	25.9259259	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP065270.1	5	225	87.0869	10	54	0.185185185	18.5185185	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP065281.1	5	231	86.351	11	54	0.203703704	20.3703704	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP004375.1	31	240	84.957	12	54	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP003054.1	U	284	84.3879	24	54	0.444444444	44.4444444	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP043475.1	U	53	83.1236	13	54	0.240740741	24.0740741	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP092428.2	U	326	82.3637	18	54	0.333333333	33.3333333	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP122998.1	U	274	81.6121	11	54	0.203703704	20.3703704	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP016643.1	8	157	81.2666	11	54	0.203703704	20.3703704	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP002386.1	U	298	79.8961	21	54	0.388888889	38.8888889	Unclustered	Different_Contig	Yes
CP063322.1	216	U	AP022571.1	U	322	78.9025	14	54	0.259259259	25.9259259	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP079866.1	U	167	77.7886	11	54	0.203703704	20.3703704	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP032156.1	U	158	76.6489	16	54	0.296296296	29.6296296	Unclustered	Different_Contig	Yes
CP063322.1	216	U	AP025525.1	1	154	76.5329	17	54	0.314814815	31.4814815	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP092363.2	U	286	75.5102	16	54	0.296296296	29.6296296	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP025547.1	U	130	74.8264	14	54	0.259259259	25.9259259	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP076857.1	25	18	73.9011	12	54	0.222222222	22.2222222	Not_Same_Cluster	Different_Contig	Yes
CP063322.1	216	U	CP003079.1	U	161	73.8847	12	54	0.222222222	22.2222222	Unclustered	Different_Contig	Yes
CP063322.1	216	U	CP012886.2	U	83	73.826	15	54	0.277777778	27.7777778	Unclustered	Different_Contig	Yes
CP063322.1	216	U	AP022607.1	U	44	73.7865	20	54	0.37037037	37.037037	Unclustered	Different_Contig	Yes
CP063323.1	216	8	CP063323.1	8	216	100	47	47	1	100	8	Same_Contig	Yes
CP063323.1	216	8	CP016643.1	8	157	98.3241	47	47	1	100	8	Different_Contig	Yes
CP063323.1	216	8	CP122998.1	U	274	88.555	10	47	0.212765957	21.2765957	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP079873.1	U	166	84.9933	12	47	0.255319149	25.5319149	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP063325.1	U	218	80.267	8	47	0.170212766	17.0212766	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP080335.1	U	317	80.0103	14	47	0.29787234	29.787234	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	LT703510.1	13	93	79.7225	11	47	0.234042553	23.4042553	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP019222.1	13	84	79.6498	10	47	0.212765957	21.2765957	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP084595.1	13	91	79.2346	10	47	0.212765957	21.2765957	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP015275.1	13	86	79.1995	12	47	0.255319149	25.5319149	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP065270.1	5	225	79.1667	10	47	0.212765957	21.2765957	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP045966.1	13	90	79.1112	11	47	0.234042553	23.4042553	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP122999.1	U	274	79.0454	8	47	0.170212766	17.0212766	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP004375.1	31	240	77.7284	12	47	0.255319149	25.5319149	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	AP022566.1	U	271	75.452	13	47	0.276595745	27.6595745	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	CP076861.1	6	17	74.6771	6	47	0.127659574	12.7659574	Not_Same_Cluster	Different_Contig	Yes
CP063323.1	216	8	AP022607.1	U	44	73.5194	11	47	0.234042553	23.4042553	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP063325.1	U	218	100	39	39	1	100	Unclustered	Same_Contig	Yes
CP063325.1	218	U	CP103313.1	U	326	86.7503	13	39	0.333333333	33.3333333	Unclustered	Different_Contig	Yes
CP063325.1	218	U	CP016642.1	U	157	83.4267	10	39	0.256410256	25.6410256	Unclustered	Different_Contig	Yes
CP063325.1	218	U	CP103314.1	U	286	82.3964	8	39	0.205128205	20.5128205	Unclustered	Different_Contig	Yes
CP063325.1	218	U	CP016643.1	8	157	81.7249	8	39	0.205128205	20.5128205	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	AP022623.1	31	206	79.6068	8	39	0.205128205	20.5128205	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP004375.1	31	240	78.366	8	39	0.205128205	20.5128205	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP065281.1	5	231	78.3446	8	39	0.205128205	20.5128205	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP065270.1	5	225	78.1504	9	39	0.230769231	23.0769231	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP076861.1	6	17	77.3778	5	39	0.128205128	12.8205128	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP012887.2	U	83	77.0352	9	39	0.230769231	23.0769231	Unclustered	Different_Contig	Yes
CP063325.1	218	U	CP076858.1	12	18	75.2101	7	39	0.179487179	17.9487179	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP059002.1	12	16	75.2101	7	39	0.179487179	17.9487179	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP025547.1	U	130	75.1627	8	39	0.205128205	20.5128205	Unclustered	Different_Contig	Yes
CP063325.1	218	U	CP003079.1	U	161	74.662	8	39	0.205128205	20.5128205	Unclustered	Different_Contig	Yes
CP063325.1	218	U	LT703506.1	22	93	74.621	8	39	0.205128205	20.5128205	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP084587.1	22	92	74.621	8	39	0.205128205	20.5128205	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	AP025525.1	1	154	74.5214	12	39	0.307692308	30.7692308	Not_Same_Cluster	Different_Contig	Yes
CP063325.1	218	U	CP097321.1	U	4	74.0418	9	39	0.230769231	23.0769231	Unclustered	Different_Contig	Yes
CP063325.1	218	U	AP022571.1	U	322	73.958	10	39	0.256410256	25.6410256	Unclustered	Different_Contig	Yes
CP063325.1	218	U	AP022607.1	U	44	73.8583	12	39	0.307692308	30.7692308	Unclustered	Different_Contig	Yes
CP063325.1	218	U	CP012886.2	U	83	73.5643	11	39	0.282051282	28.2051282	Unclustered	Different_Contig	Yes
CP063325.1	218	U	CP092424.2	U	105	73.4705	8	39	0.205128205	20.5128205	Unclustered	Different_Contig	Yes
CP063326.1	218	14	CP065184.1	14	222	100	36	36	1	100	14	Different_Contig	Yes
CP063326.1	218	14	CP063326.1	14	218	100	36	36	1	100	14	Same_Contig	Yes
CP063326.1	218	14	CP065282.1	14	231	99.9881	17	36	0.472222222	47.2222222	14	Different_Contig	Yes
CP063326.1	218	14	CP065271.1	14	225	96.5998	35	36	0.972222222	97.2222222	14	Different_Contig	Yes
CP063326.1	218	14	AP022607.1	U	44	73.5894	12	36	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	Yes
CP063329.1	220	U	CP063329.1	U	220	100	37	37	1	100	Unclustered	Same_Contig	No
CP063329.1	220	U	CP065282.1	14	231	84.8463	4	37	0.108108108	10.8108108	Not_Same_Cluster	Different_Contig	No
CP063329.1	220	U	CP003054.1	U	284	74.8259	12	37	0.324324324	32.4324324	Unclustered	Different_Contig	No
CP063329.1	220	U	CP029333.1	1	19	74.1223	8	37	0.216216216	21.6216216	Not_Same_Cluster	Different_Contig	No
CP063329.1	220	U	CP006836.1	1	101	74.1223	8	37	0.216216216	21.6216216	Not_Same_Cluster	Different_Contig	No
CP063329.1	220	U	CP076857.1	25	18	74.0731	8	37	0.216216216	21.6216216	Not_Same_Cluster	Different_Contig	No
CP063329.1	220	U	AP022607.1	U	44	73.8727	11	37	0.297297297	29.7297297	Unclustered	Different_Contig	No
CP063329.1	220	U	CP015597.1	U	171	73.4182	9	37	0.243243243	24.3243243	Unclustered	Different_Contig	No
CP065048.1	103	9	CP065048.1	9	103	100	61	61	1	100	9	Same_Contig	Yes
CP065048.1	103	9	AP024261.1	9	67	99.987	48	61	0.786885246	78.6885246	9	Different_Contig	Yes
CP065048.1	103	9	AP024263.1	9	68	99.987	48	61	0.786885246	78.6885246	9	Different_Contig	Yes
CP065048.1	103	9	AP024267.1	9	61	99.9719	48	61	0.786885246	78.6885246	9	Different_Contig	Yes
CP065048.1	103	9	AP024242.1	9	64	99.9455	49	61	0.803278689	80.3278689	9	Different_Contig	Yes
CP065048.1	103	9	AP024246.1	9	66	99.9197	49	61	0.803278689	80.3278689	9	Different_Contig	Yes
CP065048.1	103	9	CP085946.1	9	58	99.7654	49	61	0.803278689	80.3278689	9	Different_Contig	Yes
CP065048.1	103	9	AP024249.1	9	65	99.7343	50	61	0.819672131	81.9672131	9	Different_Contig	Yes
CP065048.1	103	9	CP065049.1	U	103	92.3559	17	61	0.278688525	27.8688525	Not_Same_Cluster	Different_Contig	Yes
CP065048.1	103	9	AP022571.1	U	322	88.4878	14	61	0.229508197	22.9508197	Not_Same_Cluster	Different_Contig	Yes
CP065048.1	103	9	CP092424.2	U	105	80.3077	17	61	0.278688525	27.8688525	Not_Same_Cluster	Different_Contig	Yes
CP065048.1	103	9	AP026368.1	28	143	78.1203	15	61	0.245901639	24.5901639	Not_Same_Cluster	Different_Contig	Yes
CP065048.1	103	9	AP025525.1	1	154	75.4273	19	61	0.31147541	31.147541	Not_Same_Cluster	Different_Contig	Yes
CP065048.1	103	9	CP003054.1	U	284	75.054	20	61	0.327868852	32.7868852	Not_Same_Cluster	Different_Contig	Yes
CP065048.1	103	9	CP092428.2	U	326	74.1459	14	61	0.229508197	22.9508197	Not_Same_Cluster	Different_Contig	Yes
CP065048.1	103	9	AP022607.1	U	44	73.5263	19	61	0.31147541	31.147541	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP065049.1	U	103	100	56	56	1	100	Unclustered	Same_Contig	Yes
CP065049.1	103	U	CP059001.1	18	16	93.4261	27	56	0.482142857	48.2142857	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP040246.1	18	22	93.29	29	56	0.517857143	51.7857143	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP040254.1	18	23	93.2466	28	56	0.5	50	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP023150.1	18	59	93.0871	30	56	0.535714286	53.5714286	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	AP024252.1	18	131	92.8714	29	56	0.517857143	51.7857143	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP065048.1	9	103	92.0919	18	56	0.321428571	32.1428571	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP040248.1	18	21	91.2612	28	56	0.5	50	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	AP022585.1	U	125	90.4801	23	56	0.410714286	41.0714286	Unclustered	Different_Contig	Yes
CP065049.1	103	U	CP076861.1	6	17	83.9023	10	56	0.178571429	17.8571429	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP015271.1	6	85	83.4653	9	56	0.160714286	16.0714286	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP012888.2	6	83	83.3954	10	56	0.178571429	17.8571429	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP015277.1	6	86	83.2692	10	56	0.178571429	17.8571429	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	AP020329.1	6	24	83.2692	10	56	0.178571429	17.8571429	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP084597.1	6	91	83.2692	10	56	0.178571429	17.8571429	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP022225.1	6	88	83.2692	10	56	0.178571429	17.8571429	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP045968.1	6	90	82.8537	10	56	0.178571429	17.8571429	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP084589.1	6	92	82.3804	11	56	0.196428571	19.6428571	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP084591.1	3	92	81.3936	7	56	0.125	12.5	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP084596.1	23	91	78.7425	12	56	0.214285714	21.4285714	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	LT703508.1	23	93	78.7278	14	56	0.25	25	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP045967.1	23	90	78.6987	14	56	0.25	25	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP084590.1	23	92	78.2363	14	56	0.25	25	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP015276.1	23	86	77.9657	14	56	0.25	25	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP092425.2	23	105	77.9653	15	56	0.267857143	26.7857143	Not_Same_Cluster	Different_Contig	Yes
CP065049.1	103	U	CP025549.1	U	130	76.5055	11	56	0.196428571	19.6428571	Unclustered	Different_Contig	Yes
CP065049.1	103	U	AP022607.1	U	44	74.6563	23	56	0.410714286	41.0714286	Unclustered	Different_Contig	Yes
CP065049.1	103	U	CP003054.1	U	284	74.3581	15	56	0.267857143	26.7857143	Unclustered	Different_Contig	Yes
CP065049.1	103	U	CP097321.1	U	4	73.546	12	56	0.214285714	21.4285714	Unclustered	Different_Contig	Yes
CP065184.1	222	14	CP065184.1	14	222	100	36	36	1	100	14	Same_Contig	No
CP065184.1	222	14	CP063326.1	14	218	100	36	36	1	100	14	Different_Contig	No
CP065184.1	222	14	CP065282.1	14	231	99.9881	17	36	0.472222222	47.2222222	14	Different_Contig	No
CP065184.1	222	14	CP065271.1	14	225	96.5998	35	36	0.972222222	97.2222222	14	Different_Contig	No
CP065184.1	222	14	AP022607.1	U	44	73.5894	12	36	0.333333333	33.3333333	Not_Same_Cluster	Different_Contig	No
CP065270.1	225	5	CP065270.1	5	225	99.9986	50	50	1	100	5	Same_Contig	Yes
CP065270.1	225	5	CP065281.1	5	231	99.9311	50	50	1	100	5	Different_Contig	Yes
CP065270.1	225	5	AP022623.1	31	206	89.7599	22	50	0.44	44	Not_Same_Cluster	Different_Contig	Yes
CP065270.1	225	5	CP085920.1	19	236	89.5253	22	50	0.44	44	Not_Same_Cluster	Different_Contig	Yes
CP065270.1	225	5	CP000895.1	19	123	89.4871	20	50	0.4	40	Not_Same_Cluster	Different_Contig	Yes
CP065270.1	225	5	CU458745.1	19	214	89.3374	20	50	0.4	40	Not_Same_Cluster	Different_Contig	Yes
CP065270.1	225	5	CP004375.1	31	240	89.3351	23	50	0.46	46	Not_Same_Cluster	Different_Contig	Yes
CP065270.1	225	5	CP063322.1	U	216	87.5433	13	50	0.26	26	Not_Same_Cluster	Different_Contig	Yes
