Plasmid1	organism_ID1	plasmid_clust1	Plasmid2	plasmid_clust2	organism_ID2	MashDistance	Multi_plasmid_isolate
CP092982.1	121	20	CP084589.1	6	92	1	No
CP025550.1	130	29	CP084589.1	6	92	1	Yes
CP016642.1	157	U	CP084589.1	6	92	0.300994	Yes
CP065281.1	231	5	CP084589.1	6	92	0.328965	Yes
AP020327.1	24	U	CP084589.1	6	92	1	Yes
CP045966.1	90	13	CP084589.1	6	92	0.372583	Yes
CP040248.1	21	18	CP084589.1	6	92	0.198488	Yes
CP002386.1	298	U	CP084589.1	6	92	0.405585	Yes
CP092425.2	105	23	CP084589.1	6	92	0.168636	Yes
CP003080.1	161	U	CP084589.1	6	92	1	Yes
CP023152.1	89	25	CP084589.1	6	92	0.320287	Yes
CP063325.1	218	U	CP084589.1	6	92	0.300994	Yes
CP045327.1	168	U	CP084589.1	6	92	1	Yes
CP016641.1	157	U	CP084589.1	6	92	1	Yes
CP040254.1	23	18	CP084589.1	6	92	0.18918	Yes
CP015275.1	86	13	CP084589.1	6	92	0.372583	Yes
CP070974.1	52	U	CP084589.1	6	92	1	No
AP022602.1	51	U	CP084589.1	6	92	1	No
CP084596.1	91	23	CP084589.1	6	92	0.168956	Yes
CP043475.1	53	U	CP084589.1	6	92	1	No
LT703508.1	93	23	CP084589.1	6	92	0.168956	Yes
CP025547.1	130	U	CP084589.1	6	92	0.35328	Yes
CP020813.1	49	U	CP084589.1	6	92	1	Yes
CP079877.1	166	U	CP084589.1	6	92	1	Yes
CP076861.1	17	6	CP084589.1	6	92	0.0230782	Yes
CP000895.1	123	19	CP084589.1	6	92	1	No
CP025548.1	130	U	CP084589.1	6	92	1	Yes
CP045965.1	90	4	CP084589.1	6	92	0.200976	Yes
AP025527.1	154	U	CP084589.1	6	92	0.270747	Yes
AP017625.1	179	28	CP084589.1	6	92	1	No
CP079870.1	166	10	CP084589.1	6	92	1	Yes
CP040249.1	21	17	CP084589.1	6	92	0.320287	Yes
CP081674.1	291	U	CP084589.1	6	92	1	Yes
CP015269.1	85	U	CP084589.1	6	92	1	Yes
CP065184.1	222	14	CP084589.1	6	92	1	No
CP003055.1	284	U	CP084589.1	6	92	1	Yes
CP079873.1	166	U	CP084589.1	6	92	1	Yes
CP103312.1	176	28	CP084589.1	6	92	1	No
CP092366.2	262	U	CP084589.1	6	92	1	No
CP080334.1	317	U	CP084589.1	6	92	1	Yes
CP065286.1	234	U	CP084589.1	6	92	1	Yes
AP024246.1	66	9	CP084589.1	6	92	1	No
CP045964.1	90	1	CP084589.1	6	92	1	Yes
CP023150.1	59	18	CP084589.1	6	92	0.185367	No
CP015274.1	86	4	CP084589.1	6	92	0.200976	Yes
CP083743.1	175	U	CP084589.1	6	92	1	Yes
CP097321.1	4	U	CP084589.1	6	92	1	No
CP063326.1	218	14	CP084589.1	6	92	1	Yes
CP063322.1	216	U	CP084589.1	6	92	1	Yes
AP022571.1	322	U	CP084589.1	6	92	1	No
CP040246.1	22	18	CP084589.1	6	92	0.185827	Yes
AP012556.1	25	25	CP084589.1	6	92	0.287309	No
CP089219.1	100	24	CP084589.1	6	92	1	No
CP019223.1	84	4	CP084589.1	6	92	0.200976	Yes
CP059002.1	16	12	CP084589.1	6	92	0.320287	Yes
CP015280.1	87	1	CP084589.1	6	92	1	Yes
CP079868.1	167	U	CP084589.1	6	92	1	Yes
CP036222.2	20	26	CP084589.1	6	92	0.372583	Yes
CP083742.1	175	28	CP084589.1	6	92	1	Yes
CP019222.1	84	13	CP084589.1	6	92	0.372583	Yes
CP063321.1	216	11	CP084589.1	6	92	1	Yes
CP002387.1	298	U	CP084589.1	6	92	0.372583	Yes
CP004376.1	240	21	CP084589.1	6	92	1	Yes
CU458745.1	214	19	CP084589.1	6	92	1	No
AP024242.1	64	9	CP084589.1	6	92	1	No
CP085201.1	174	28	CP084589.1	6	92	1	No
CP012888.2	83	6	CP084589.1	6	92	0.0028639	Yes
CP081005.1	160	U	CP084589.1	6	92	1	No
CP113530.1	156	U	CP084589.1	6	92	1	No
JQ657805.1	98	1	CP084589.1	6	92	1	Yes
AP023334.1	348	16	CP084589.1	6	92	1	Yes
CP092424.2	105	U	CP084589.1	6	92	1	Yes
AP024249.1	65	9	CP084589.1	6	92	1	No
CP004375.1	240	31	CP084589.1	6	92	1	Yes
CP092426.2	105	3	CP084589.1	6	92	0.372583	Yes
CP045326.1	168	U	CP084589.1	6	92	1	Yes
LT703510.1	93	13	CP084589.1	6	92	0.372583	Yes
CP025549.1	130	U	CP084589.1	6	92	0.273629	Yes
AP024263.1	68	9	CP084589.1	6	92	1	No
CP020810.1	49	U	CP084589.1	6	92	1	Yes
CP006836.1	101	1	CP084589.1	6	92	1	No
CP003081.1	161	U	CP063325.1	U	218	1	Yes
CP019224.1	84	1	CP063325.1	U	218	1	Yes
CP029334.1	19	2	CP063325.1	U	218	0.270747	Yes
CP084591.1	92	3	CP063325.1	U	218	0.405585	Yes
CP079866.1	167	U	CP063325.1	U	218	0.248764	Yes
LT703509.1	93	4	CP063325.1	U	218	1	Yes
CP065270.1	225	5	CP063325.1	U	218	0.25242	Yes
CP079874.1	166	U	CP063325.1	U	218	1	Yes
CP084597.1	91	6	CP063325.1	U	218	0.300994	Yes
CP022224.1	88	7	CP063325.1	U	218	0.372583	Yes
CP016643.1	157	8	CP063325.1	U	218	0.209345	Yes
CP040252.1	23	2	CP063325.1	U	218	0.273629	Yes
CP122996.1	274	U	CP063325.1	U	218	1	Yes
CP065048.1	103	9	CP063325.1	U	218	1	Yes
AP025526.1	154	U	CP063325.1	U	218	0.279978	Yes
CP085946.1	58	9	CP063325.1	U	218	1	No
CP079872.1	166	U	CP063325.1	U	218	1	Yes
AP022566.1	271	U	CP063325.1	U	218	1	No
CP079867.1	167	10	CP063325.1	U	218	1	Yes
CP079871.1	166	U	CP063325.1	U	218	1	Yes
CP065277.1	228	11	CP063325.1	U	218	0.339586	No
CP063323.1	216	8	CP063325.1	U	218	0.22668	Yes
CP076858.1	18	12	CP063325.1	U	218	0.300994	Yes
CP103314.1	286	U	CP063325.1	U	218	0.213325	Yes
AP020329.1	24	6	CP063325.1	U	218	0.300994	Yes
CP015597.1	171	U	CP063325.1	U	218	1	No
CP079879.1	166	U	CP063325.1	U	218	1	Yes
CP084595.1	91	13	CP063325.1	U	218	0.213325	Yes
CP080335.1	317	U	CP063325.1	U	218	0.263022	Yes
CP065282.1	231	14	CP063325.1	U	218	1	Yes
AP023336.1	348	15	CP063325.1	U	218	1	Yes
CP012887.2	83	U	CP063325.1	U	218	0.35328	Yes
CP122998.1	274	U	CP063325.1	U	218	0.209345	Yes
AP023363.1	349	16	CP063325.1	U	218	1	Yes
CP003054.1	284	U	CP063325.1	U	218	1	Yes
JQ657806.1	98	U	CP063325.1	U	218	1	Yes
CP020812.1	49	U	CP063325.1	U	218	1	Yes
CP029333.1	19	1	CP063325.1	U	218	1	Yes
CP040253.1	23	17	CP063325.1	U	218	0.273629	Yes
AP022580.1	277	U	CP063325.1	U	218	0.279978	No
AP023365.1	349	15	CP063325.1	U	218	1	Yes
AP024252.1	131	18	CP063325.1	U	218	0.339586	No
AP024267.1	61	9	CP063325.1	U	218	1	No
CP015271.1	85	6	CP063325.1	U	218	0.306598	Yes
CP034180.1	182	19	CP063325.1	U	218	1	No
CP085920.1	236	19	CP063325.1	U	218	0.276697	No
AP022607.1	44	U	CP063325.1	U	218	1	No
CP079878.1	166	U	CP063325.1	U	218	1	Yes
CP084593.1	91	1	CP063325.1	U	218	1	Yes
CP015270.1	85	7	CP063325.1	U	218	0.372583	Yes
AP018497.1	118	20	CP063325.1	U	218	0.405585	No
AP022622.1	206	21	CP063325.1	U	218	1	Yes
CP015273.1	86	1	CP063325.1	U	218	1	Yes
CP065285.1	234	U	CP063325.1	U	218	1	Yes
CP084587.1	92	22	CP063325.1	U	218	1	Yes
LT703506.1	93	22	CP063325.1	U	218	1	Yes
CP063329.1	220	U	CP063325.1	U	218	1	No
CP015276.1	86	23	CP063325.1	U	218	0.328965	Yes
CP089217.1	99	24	CP063325.1	U	218	0.306598	No
CP076859.1	17	25	CP063325.1	U	218	1	Yes
CP020811.1	49	U	CP063325.1	U	218	1	Yes
CP022225.1	88	6	CP063325.1	U	218	0.300994	Yes
CP079875.1	166	U	CP063325.1	U	218	1	Yes
CP003079.1	161	U	CP063325.1	U	218	1	Yes
AP024261.1	67	9	CP063325.1	U	218	1	No
CP032156.1	158	U	CP063325.1	U	218	1	No
CP059001.1	16	18	CP063325.1	U	218	0.339586	Yes
CP079864.1	165	U	CP063325.1	U	218	1	No
CP009406.2	13	26	CP063325.1	U	218	0.35328	Yes
CP036221.2	20	2	CP063325.1	U	218	0.276697	Yes
CP015268.1	85	27	CP063325.1	U	218	1	Yes
AP022585.1	125	U	CP063325.1	U	218	0.312952	No
CP076857.1	18	25	CP063325.1	U	218	1	Yes
EU271968.1	112	28	CP063325.1	U	218	0.405585	No
AP020328.1	24	7	CP063325.1	U	218	0.372583	Yes
CP023153.1	89	1	CP063325.1	U	218	1	Yes
CP045967.1	90	23	CP063325.1	U	218	0.328965	Yes
HG917973.1	122	20	CP063325.1	U	218	0.405585	No
CP065271.1	225	14	CP063325.1	U	218	1	Yes
AP025528.1	154	29	CP063325.1	U	218	1	Yes
CP084590.1	92	23	CP063325.1	U	218	0.328965	Yes
AP022611.1	307	U	CP063325.1	U	218	1	No
CP092363.2	286	U	CP063325.1	U	218	0.405585	Yes
CP012886.2	83	U	CP063325.1	U	218	1	Yes
CP103313.1	326	U	CP063325.1	U	218	0.189679	Yes
LT703507.1	93	1	CP063325.1	U	218	1	Yes
CP118918.1	254	U	CP063325.1	U	218	1	No
AP026368.1	143	28	CP063325.1	U	218	1	No
CP079876.1	166	U	CP063325.1	U	218	1	Yes
CP065049.1	103	U	CP063325.1	U	218	0.339586	Yes
CP040251.1	23	2	CP063325.1	U	218	0.273629	Yes
CP009405.2	13	U	CP063325.1	U	218	0.35328	Yes
BX649209.1	178	28	CP063325.1	U	218	1	No
CP081676.1	291	U	CP063325.1	U	218	0.35328	Yes
CP015279.1	87	27	CP063325.1	U	218	0.405585	Yes
CP040245.1	22	17	CP063325.1	U	218	0.273629	Yes
AP023364.1	349	30	CP063325.1	U	218	0.283502	Yes
CP045968.1	90	6	CP063325.1	U	218	0.300994	Yes
CP059000.1	16	25	CP063325.1	U	218	1	Yes
AP025525.1	154	1	CP063325.1	U	218	1	Yes
AP023335.1	348	30	CP063325.1	U	218	0.283502	Yes
AP024256.1	63	U	CP063325.1	U	218	1	No
CP081675.1	291	U	CP063325.1	U	218	1	Yes
AP022623.1	206	31	CP063325.1	U	218	0.279978	Yes
CP084594.1	91	4	CP063325.1	U	218	1	Yes
CP076860.1	17	U	CP063325.1	U	218	1	Yes
CP092428.2	326	U	CP063325.1	U	218	1	Yes
CP084588.1	92	1	CP063325.1	U	218	1	Yes
CP122999.1	274	U	CP063325.1	U	218	0.270747	Yes
CP122995.1	274	U	CP063325.1	U	218	1	Yes
CP023148.1	124	U	CP063325.1	U	218	1	No
CP015277.1	86	6	CP063325.1	U	218	0.300994	Yes
CP122997.1	274	U	CP063325.1	U	218	1	Yes
AP022592.1	273	U	CP063325.1	U	218	1	No
CP092982.1	121	20	CP063325.1	U	218	0.405585	No
CP025550.1	130	29	CP063325.1	U	218	1	Yes
CP016642.1	157	U	CP063325.1	U	218	0.177011	Yes
CP065281.1	231	5	CP063325.1	U	218	0.25242	Yes
AP020327.1	24	U	CP063325.1	U	218	1	Yes
CP045966.1	90	13	CP063325.1	U	218	0.213325	Yes
CP040248.1	21	18	CP063325.1	U	218	0.312952	Yes
CP002386.1	298	U	CP063325.1	U	218	0.405585	Yes
CP092425.2	105	23	CP063325.1	U	218	0.328965	Yes
CP003080.1	161	U	CP063325.1	U	218	1	Yes
CP023152.1	89	25	CP063325.1	U	218	1	Yes
CP084589.1	92	6	CP063325.1	U	218	0.300994	Yes
CP045327.1	168	U	CP063325.1	U	218	1	Yes
CP016641.1	157	U	CP063325.1	U	218	1	Yes
CP040254.1	23	18	CP063325.1	U	218	0.35328	Yes
CP015275.1	86	13	CP063325.1	U	218	0.213325	Yes
CP070974.1	52	U	CP063325.1	U	218	1	No
AP022602.1	51	U	CP063325.1	U	218	0.405585	No
CP084596.1	91	23	CP063325.1	U	218	0.328965	Yes
CP043475.1	53	U	CP063325.1	U	218	0.372583	No
LT703508.1	93	23	CP063325.1	U	218	0.328965	Yes
CP025547.1	130	U	CP063325.1	U	218	0.372583	Yes
CP020813.1	49	U	CP063325.1	U	218	1	Yes
CP079877.1	166	U	CP063325.1	U	218	1	Yes
CP076861.1	17	6	CP063325.1	U	218	0.312952	Yes
CP000895.1	123	19	CP063325.1	U	218	0.273629	No
CP025548.1	130	U	CP063325.1	U	218	1	Yes
CP045965.1	90	4	CP063325.1	U	218	1	Yes
AP025527.1	154	U	CP063325.1	U	218	0.306598	Yes
AP017625.1	179	28	CP063325.1	U	218	1	No
CP079870.1	166	10	CP063325.1	U	218	1	Yes
CP040249.1	21	17	CP063325.1	U	218	0.273629	Yes
CP081674.1	291	U	CP063325.1	U	218	1	Yes
CP015269.1	85	U	CP063325.1	U	218	1	Yes
CP065184.1	222	14	CP063325.1	U	218	1	No
CP003055.1	284	U	CP063325.1	U	218	1	Yes
CP079873.1	166	U	CP063325.1	U	218	0.197886	Yes
CP103312.1	176	28	CP063325.1	U	218	1	No
CP092366.2	262	U	CP063325.1	U	218	0.372583	No
CP080334.1	317	U	CP063325.1	U	218	0.328965	Yes
CP065286.1	234	U	CP063325.1	U	218	1	Yes
AP024246.1	66	9	CP063325.1	U	218	1	No
CP045964.1	90	1	CP063325.1	U	218	1	Yes
CP023150.1	59	18	CP063325.1	U	218	0.339586	No
CP015274.1	86	4	CP063325.1	U	218	1	Yes
CP083743.1	175	U	CP063325.1	U	218	1	Yes
CP097321.1	4	U	CP063325.1	U	218	1	No
CP063326.1	218	14	CP063325.1	U	218	1	Yes
CP063322.1	216	U	CP063325.1	U	218	0.26546	Yes
AP022571.1	322	U	CP063325.1	U	218	1	No
CP040246.1	22	18	CP063325.1	U	218	0.339586	Yes
AP012556.1	25	25	CP063325.1	U	218	1	No
CP089219.1	100	24	CP063325.1	U	218	0.306598	No
CP019223.1	84	4	CP063325.1	U	218	1	Yes
CP059002.1	16	12	CP063325.1	U	218	0.300994	Yes
CP015280.1	87	1	CP063325.1	U	218	0.405585	Yes
CP079868.1	167	U	CP063325.1	U	218	1	Yes
CP036222.2	20	26	CP063325.1	U	218	0.35328	Yes
CP083742.1	175	28	CP063325.1	U	218	0.405585	Yes
CP019222.1	84	13	CP063325.1	U	218	0.213325	Yes
CP063321.1	216	11	CP063325.1	U	218	0.339586	Yes
CP002387.1	298	U	CP063325.1	U	218	1	Yes
CP004376.1	240	21	CP063325.1	U	218	1	Yes
CU458745.1	214	19	CP063325.1	U	218	0.273629	No
AP024242.1	64	9	CP063325.1	U	218	1	No
CP085201.1	174	28	CP063325.1	U	218	1	No
CP012888.2	83	6	CP063325.1	U	218	0.300994	Yes
CP081005.1	160	U	CP063325.1	U	218	1	No
CP113530.1	156	U	CP063325.1	U	218	1	No
JQ657805.1	98	1	CP063325.1	U	218	1	Yes
AP023334.1	348	16	CP063325.1	U	218	1	Yes
CP092424.2	105	U	CP063325.1	U	218	1	Yes
AP024249.1	65	9	CP063325.1	U	218	1	No
CP004375.1	240	31	CP063325.1	U	218	0.372583	Yes
CP092426.2	105	3	CP063325.1	U	218	0.405585	Yes
CP045326.1	168	U	CP063325.1	U	218	1	Yes
LT703510.1	93	13	CP063325.1	U	218	0.215885	Yes
CP025549.1	130	U	CP063325.1	U	218	0.339586	Yes
AP024263.1	68	9	CP063325.1	U	218	1	No
CP020810.1	49	U	CP063325.1	U	218	1	Yes
CP006836.1	101	1	CP063325.1	U	218	1	No
CP003081.1	161	U	CP045327.1	U	168	1	Yes
CP019224.1	84	1	CP045327.1	U	168	1	Yes
CP029334.1	19	2	CP045327.1	U	168	1	Yes
CP084591.1	92	3	CP045327.1	U	168	1	Yes
CP079866.1	167	U	CP045327.1	U	168	1	Yes
LT703509.1	93	4	CP045327.1	U	168	1	Yes
CP065270.1	225	5	CP045327.1	U	168	1	Yes
CP079874.1	166	U	CP045327.1	U	168	1	Yes
CP084597.1	91	6	CP045327.1	U	168	1	Yes
CP022224.1	88	7	CP045327.1	U	168	1	Yes
CP016643.1	157	8	CP045327.1	U	168	1	Yes
CP040252.1	23	2	CP045327.1	U	168	0.405585	Yes
CP122996.1	274	U	CP045327.1	U	168	1	Yes
CP065048.1	103	9	CP045327.1	U	168	0.372583	Yes
AP025526.1	154	U	CP045327.1	U	168	1	Yes
CP085946.1	58	9	CP045327.1	U	168	0.372583	No
CP079872.1	166	U	CP045327.1	U	168	0.405585	Yes
AP022566.1	271	U	CP045327.1	U	168	1	No
CP079867.1	167	10	CP045327.1	U	168	0.405585	Yes
CP079871.1	166	U	CP045327.1	U	168	1	Yes
CP065277.1	228	11	CP045327.1	U	168	1	No
CP063323.1	216	8	CP045327.1	U	168	1	Yes
CP076858.1	18	12	CP045327.1	U	168	1	Yes
CP103314.1	286	U	CP045327.1	U	168	1	Yes
AP020329.1	24	6	CP045327.1	U	168	1	Yes
CP015597.1	171	U	CP045327.1	U	168	0.405585	No
CP079879.1	166	U	CP045327.1	U	168	1	Yes
CP084595.1	91	13	CP045327.1	U	168	1	Yes
CP080335.1	317	U	CP045327.1	U	168	1	Yes
CP065282.1	231	14	CP045327.1	U	168	1	Yes
AP023336.1	348	15	CP045327.1	U	168	1	Yes
CP012887.2	83	U	CP045327.1	U	168	1	Yes
CP122998.1	274	U	CP045327.1	U	168	1	Yes
AP023363.1	349	16	CP045327.1	U	168	1	Yes
CP003054.1	284	U	CP045327.1	U	168	0.240698	Yes
JQ657806.1	98	U	CP045327.1	U	168	1	Yes
CP020812.1	49	U	CP045327.1	U	168	1	Yes
CP029333.1	19	1	CP045327.1	U	168	1	Yes
CP040253.1	23	17	CP045327.1	U	168	0.405585	Yes
AP022580.1	277	U	CP045327.1	U	168	1	No
AP023365.1	349	15	CP045327.1	U	168	1	Yes
AP024252.1	131	18	CP045327.1	U	168	1	No
AP024267.1	61	9	CP045327.1	U	168	0.372583	No
CP015271.1	85	6	CP045327.1	U	168	1	Yes
CP034180.1	182	19	CP045327.1	U	168	1	No
CP085920.1	236	19	CP045327.1	U	168	1	No
AP022607.1	44	U	CP045327.1	U	168	0.405585	No
CP079878.1	166	U	CP045327.1	U	168	1	Yes
CP084593.1	91	1	CP045327.1	U	168	1	Yes
CP015270.1	85	7	CP045327.1	U	168	1	Yes
AP018497.1	118	20	CP045327.1	U	168	0.372583	No
AP022622.1	206	21	CP045327.1	U	168	1	Yes
CP015273.1	86	1	CP045327.1	U	168	1	Yes
CP065285.1	234	U	CP045327.1	U	168	1	Yes
CP084587.1	92	22	CP045327.1	U	168	1	Yes
LT703506.1	93	22	CP045327.1	U	168	1	Yes
CP063329.1	220	U	CP045327.1	U	168	0.35328	No
CP015276.1	86	23	CP045327.1	U	168	1	Yes
CP089217.1	99	24	CP045327.1	U	168	1	No
CP076859.1	17	25	CP045327.1	U	168	1	Yes
CP020811.1	49	U	CP045327.1	U	168	1	Yes
CP022225.1	88	6	CP045327.1	U	168	1	Yes
CP079875.1	166	U	CP045327.1	U	168	0.372583	Yes
CP003079.1	161	U	CP045327.1	U	168	1	Yes
AP024261.1	67	9	CP045327.1	U	168	0.372583	No
CP032156.1	158	U	CP045327.1	U	168	1	No
CP059001.1	16	18	CP045327.1	U	168	1	Yes
CP079864.1	165	U	CP045327.1	U	168	1	No
CP009406.2	13	26	CP045327.1	U	168	1	Yes
CP036221.2	20	2	CP045327.1	U	168	1	Yes
CP015268.1	85	27	CP045327.1	U	168	1	Yes
AP022585.1	125	U	CP045327.1	U	168	1	No
CP076857.1	18	25	CP045327.1	U	168	1	Yes
EU271968.1	112	28	CP045327.1	U	168	0.35328	No
AP020328.1	24	7	CP045327.1	U	168	1	Yes
CP023153.1	89	1	CP045327.1	U	168	1	Yes
CP045967.1	90	23	CP045327.1	U	168	1	Yes
HG917973.1	122	20	CP045327.1	U	168	0.372583	No
CP065271.1	225	14	CP045327.1	U	168	1	Yes
AP025528.1	154	29	CP045327.1	U	168	1	Yes
CP084590.1	92	23	CP045327.1	U	168	1	Yes
AP022611.1	307	U	CP045327.1	U	168	0.227796	No
CP092363.2	286	U	CP045327.1	U	168	1	Yes
CP012886.2	83	U	CP045327.1	U	168	1	Yes
CP103313.1	326	U	CP045327.1	U	168	1	Yes
LT703507.1	93	1	CP045327.1	U	168	1	Yes
CP118918.1	254	U	CP045327.1	U	168	0.405585	No
AP026368.1	143	28	CP045327.1	U	168	0.35328	No
CP079876.1	166	U	CP045327.1	U	168	1	Yes
CP065049.1	103	U	CP045327.1	U	168	1	Yes
CP040251.1	23	2	CP045327.1	U	168	0.405585	Yes
CP009405.2	13	U	CP045327.1	U	168	1	Yes
BX649209.1	178	28	CP045327.1	U	168	0.405585	No
CP081676.1	291	U	CP045327.1	U	168	0.405585	Yes
CP015279.1	87	27	CP045327.1	U	168	1	Yes
CP040245.1	22	17	CP045327.1	U	168	0.405585	Yes
AP023364.1	349	30	CP045327.1	U	168	1	Yes
CP045968.1	90	6	CP045327.1	U	168	1	Yes
CP059000.1	16	25	CP045327.1	U	168	1	Yes
AP025525.1	154	1	CP045327.1	U	168	1	Yes
AP023335.1	348	30	CP045327.1	U	168	1	Yes
AP024256.1	63	U	CP045327.1	U	168	1	No
CP081675.1	291	U	CP045327.1	U	168	1	Yes
AP022623.1	206	31	CP045327.1	U	168	1	Yes
CP084594.1	91	4	CP045327.1	U	168	1	Yes
CP076860.1	17	U	CP045327.1	U	168	1	Yes
CP092428.2	326	U	CP045327.1	U	168	0.339586	Yes
CP084588.1	92	1	CP045327.1	U	168	1	Yes
CP122999.1	274	U	CP045327.1	U	168	1	Yes
CP122995.1	274	U	CP045327.1	U	168	0.405585	Yes
CP023148.1	124	U	CP045327.1	U	168	1	No
CP015277.1	86	6	CP045327.1	U	168	1	Yes
CP122997.1	274	U	CP045327.1	U	168	1	Yes
AP022592.1	273	U	CP045327.1	U	168	0.240698	No
CP092982.1	121	20	CP045327.1	U	168	0.372583	No
CP025550.1	130	29	CP045327.1	U	168	1	Yes
CP016642.1	157	U	CP045327.1	U	168	1	Yes
CP065281.1	231	5	CP045327.1	U	168	1	Yes
AP020327.1	24	U	CP045327.1	U	168	1	Yes
CP045966.1	90	13	CP045327.1	U	168	1	Yes
CP040248.1	21	18	CP045327.1	U	168	1	Yes
CP002386.1	298	U	CP045327.1	U	168	0.372583	Yes
CP092425.2	105	23	CP045327.1	U	168	1	Yes
CP003080.1	161	U	CP045327.1	U	168	1	Yes
CP023152.1	89	25	CP045327.1	U	168	0.405585	Yes
CP084589.1	92	6	CP045327.1	U	168	1	Yes
CP063325.1	218	U	CP045327.1	U	168	1	Yes
CP016641.1	157	U	CP045327.1	U	168	0.405585	Yes
CP040254.1	23	18	CP045327.1	U	168	0.405585	Yes
CP015275.1	86	13	CP045327.1	U	168	1	Yes
CP070974.1	52	U	CP045327.1	U	168	1	No
AP022602.1	51	U	CP045327.1	U	168	0.174048	No
CP084596.1	91	23	CP045327.1	U	168	1	Yes
CP043475.1	53	U	CP045327.1	U	168	1	No
LT703508.1	93	23	CP045327.1	U	168	1	Yes
CP025547.1	130	U	CP045327.1	U	168	1	Yes
CP020813.1	49	U	CP045327.1	U	168	1	Yes
CP079877.1	166	U	CP045327.1	U	168	1	Yes
CP076861.1	17	6	CP045327.1	U	168	1	Yes
CP000895.1	123	19	CP045327.1	U	168	1	No
CP025548.1	130	U	CP045327.1	U	168	1	Yes
CP045965.1	90	4	CP045327.1	U	168	1	Yes
AP025527.1	154	U	CP045327.1	U	168	1	Yes
AP017625.1	179	28	CP045327.1	U	168	0.35328	No
CP079870.1	166	10	CP045327.1	U	168	0.405585	Yes
CP040249.1	21	17	CP045327.1	U	168	0.405585	Yes
CP081674.1	291	U	CP045327.1	U	168	0.372583	Yes
CP015269.1	85	U	CP045327.1	U	168	1	Yes
CP065184.1	222	14	CP045327.1	U	168	1	No
CP003055.1	284	U	CP045327.1	U	168	0.224525	Yes
CP079873.1	166	U	CP045327.1	U	168	1	Yes
CP103312.1	176	28	CP045327.1	U	168	0.405585	No
CP092366.2	262	U	CP045327.1	U	168	1	No
CP080334.1	317	U	CP045327.1	U	168	1	Yes
CP065286.1	234	U	CP045327.1	U	168	1	Yes
AP024246.1	66	9	CP045327.1	U	168	0.372583	No
CP045964.1	90	1	CP045327.1	U	168	1	Yes
CP023150.1	59	18	CP045327.1	U	168	1	No
CP015274.1	86	4	CP045327.1	U	168	1	Yes
CP083743.1	175	U	CP045327.1	U	168	1	Yes
CP097321.1	4	U	CP045327.1	U	168	1	No
CP063326.1	218	14	CP045327.1	U	168	1	Yes
CP063322.1	216	U	CP045327.1	U	168	1	Yes
AP022571.1	322	U	CP045327.1	U	168	1	No
CP040246.1	22	18	CP045327.1	U	168	1	Yes
AP012556.1	25	25	CP045327.1	U	168	1	No
CP089219.1	100	24	CP045327.1	U	168	1	No
CP019223.1	84	4	CP045327.1	U	168	1	Yes
CP059002.1	16	12	CP045327.1	U	168	1	Yes
CP015280.1	87	1	CP045327.1	U	168	1	Yes
CP079868.1	167	U	CP045327.1	U	168	1	Yes
CP036222.2	20	26	CP045327.1	U	168	1	Yes
CP083742.1	175	28	CP045327.1	U	168	0.35328	Yes
CP019222.1	84	13	CP045327.1	U	168	1	Yes
CP063321.1	216	11	CP045327.1	U	168	1	Yes
CP002387.1	298	U	CP045327.1	U	168	1	Yes
CP004376.1	240	21	CP045327.1	U	168	1	Yes
CU458745.1	214	19	CP045327.1	U	168	1	No
AP024242.1	64	9	CP045327.1	U	168	0.372583	No
CP085201.1	174	28	CP045327.1	U	168	0.405585	No
CP012888.2	83	6	CP045327.1	U	168	1	Yes
CP081005.1	160	U	CP045327.1	U	168	0.35328	No
CP113530.1	156	U	CP045327.1	U	168	1	No
JQ657805.1	98	1	CP045327.1	U	168	1	Yes
AP023334.1	348	16	CP045327.1	U	168	1	Yes
CP092424.2	105	U	CP045327.1	U	168	0.35328	Yes
AP024249.1	65	9	CP045327.1	U	168	0.372583	No
CP004375.1	240	31	CP045327.1	U	168	0.35328	Yes
CP092426.2	105	3	CP045327.1	U	168	1	Yes
CP045326.1	168	U	CP045327.1	U	168	1	Yes
LT703510.1	93	13	CP045327.1	U	168	1	Yes
CP025549.1	130	U	CP045327.1	U	168	1	Yes
AP024263.1	68	9	CP045327.1	U	168	0.372583	No
CP020810.1	49	U	CP045327.1	U	168	0.405585	Yes
CP006836.1	101	1	CP045327.1	U	168	1	No
CP003081.1	161	U	CP016641.1	U	157	1	Yes
CP019224.1	84	1	CP016641.1	U	157	0.405585	Yes
CP029334.1	19	2	CP016641.1	U	157	1	Yes
CP084591.1	92	3	CP016641.1	U	157	1	Yes
CP079866.1	167	U	CP016641.1	U	157	1	Yes
LT703509.1	93	4	CP016641.1	U	157	1	Yes
CP065270.1	225	5	CP016641.1	U	157	1	Yes
CP079874.1	166	U	CP016641.1	U	157	0.35328	Yes
CP084597.1	91	6	CP016641.1	U	157	1	Yes
CP022224.1	88	7	CP016641.1	U	157	1	Yes
CP016643.1	157	8	CP016641.1	U	157	0.152169	Yes
CP040252.1	23	2	CP016641.1	U	157	1	Yes
CP122996.1	274	U	CP016641.1	U	157	1	Yes
CP065048.1	103	9	CP016641.1	U	157	1	Yes
AP025526.1	154	U	CP016641.1	U	157	0.291447	Yes
CP085946.1	58	9	CP016641.1	U	157	1	No
